order_id,customer_id,employee_id,order_date,order_status,shipping_method,shipping_address,shipping_cost
6211,7895,94,2025-06-08,Shipped,Overnight,"6590 Cedar Ln, Indianapolis, IN",19.92
6212,4846,209,2024-05-06,Cancelled,Standard,"231 Maple Dr, Denver, CO",8.89
6213,4517,443,2023-02-18,Delivered,Overnight,"5266 Oak Ave, Fort Worth, TX",7.55
6214,7079,97,2025-07-24,Cancelled,Express,"2447 Maple Dr, Denver, CO",7.47
6215,1933,377,2025-07-29,Cancelled,Overnight,"5470 Cedar Ln, San Francisco, CA",14.93
6216,2762,183,2023-03-06,Pending,Standard,"2012 Elm St, Philadelphia, PA",10.29
6217,2923,498,2024-04-11,Delivered,Express,"2242 Birch Blvd, Columbus, OH",15.32
6218,4277,265,2023-03-23,Pending,Express,"2236 Elm St, Indianapolis, IN",6.31
6219,3425,182,2025-07-22,Shipped,Express,"4218 Willow Way, Columbus, OH",6.8
6220,2823,263,2025-08-15,Cancelled,Overnight,"2327 Willow Way, Fort Worth, TX",18.27
6221,5369,333,2024-06-12,Delivered,Overnight,"9055 Elm St, Philadelphia, PA",1.99
6222,5836,331,2025-04-14,Delivered,Express,"9447 Birch Blvd, San Jose, CA",15.81
6223,428,329,2024-10-03,Cancelled,Express,"1345 Elm St, Austin, TX",3.55
6224,1059,252,2024-07-05,Cancelled,Overnight,"7249 Elm St, Columbus, OH",9.45
6225,2115,403,2024-04-06,Pending,Overnight,"6463 Main St, San Diego, CA",0.38
6226,1123,387,2023-06-21,Pending,Overnight,"1823 Birch Blvd, Denver, CO",8.93
6227,2152,471,2023-03-12,Delivered,Overnight,"9958 Elm St, Seattle, WA",17.85
6228,3160,177,2022-12-22,Pending,Overnight,"4500 Oak Ave, Austin, TX",6.2
6229,4543,138,2022-11-11,Pending,Overnight,"4232 Pine Rd, Washington, DC",18.45
6230,6485,461,2022-12-27,Delivered,Express,"3365 Oak Ave, Charlotte, NC",16.47
6231,7798,118,2022-01-25,Delivered,Express,"9271 Oak Ave, Houston, TX",2.73
6232,6871,130,2023-06-09,Delivered,Overnight,"5484 Elm St, Los Angeles, CA",17.43
6233,2656,454,2022-01-28,Pending,Overnight,"1013 Birch Blvd, San Francisco, CA",19.99
6234,4592,129,2022-11-17,Shipped,Express,"4290 Main St, Indianapolis, IN",7.73
6235,2863,45,2023-03-27,Delivered,Standard,"1714 Willow Way, Los Angeles, CA",14.8
6236,6286,401,2024-08-11,Cancelled,Overnight,"6289 Maple Dr, Fort Worth, TX",13.15
6237,2626,127,2025-04-01,Delivered,Standard,"9599 Birch Blvd, Fort Worth, TX",19.41
6238,7087,98,2023-02-18,Cancelled,Express,"2456 Birch Blvd, Fort Worth, TX",18.71
6239,2514,305,2025-05-31,Pending,Express,"6460 Oak Ave, Indianapolis, IN",16.13
6240,3908,483,2023-06-22,Cancelled,Overnight,"3245 Cedar Ln, Houston, TX",1.79
6241,3515,336,2024-12-11,Cancelled,Express,"300 Cedar Ln, Phoenix, AZ",10.36
6242,5819,203,2022-02-06,Pending,Standard,"6259 Main St, Denver, CO",15.08
6243,5795,215,2024-01-19,Shipped,Overnight,"2067 Pine Rd, Dallas, TX",14.5
6244,4913,275,2023-01-14,Shipped,Express,"4855 Maple Dr, San Antonio, TX",11.99
6245,1492,416,2025-04-19,Shipped,Overnight,"4321 Elm St, Fort Worth, TX",18.86
6246,1869,156,2022-09-20,Pending,Overnight,"8750 Birch Blvd, Phoenix, AZ",18.39
6247,3050,102,2025-11-16,Delivered,Express,"8712 Main St, Chicago, IL",1.02
6248,1575,282,2024-12-14,Shipped,Standard,"8194 Oak Ave, New York, NY",11.31
6249,103,436,2024-05-06,Pending,Standard,"3768 Birch Blvd, Dallas, TX",12.16
6250,5460,198,2024-06-06,Cancelled,Overnight,"1418 Oak Ave, Seattle, WA",12.63
6251,2139,80,2023-08-14,Delivered,Overnight,"326 Cedar Ln, Seattle, WA",15.73
6252,5022,144,2022-02-04,Cancelled,Express,"9323 Main St, San Diego, CA",3.47
6253,2962,392,2025-06-18,Cancelled,Express,"4867 Oak Ave, Chicago, IL",8.17
6254,6554,287,2023-06-11,Cancelled,Overnight,"1272 Willow Way, Houston, TX",12.2
6255,2805,44,2023-03-25,Delivered,Standard,"9228 Pine Rd, San Antonio, TX",4.75
6256,5606,4,2022-03-30,Shipped,Overnight,"5575 Main St, Seattle, WA",15.12
6257,3007,385,2023-02-09,Cancelled,Overnight,"7941 Willow Way, Jacksonville, FL",1.28
6258,2775,345,2023-05-22,Cancelled,Overnight,"5209 Oak Ave, Washington, DC",11.11
6259,6713,315,2024-05-31,Cancelled,Standard,"9049 Birch Blvd, Charlotte, NC",4.6
6260,3950,448,2024-07-16,Cancelled,Overnight,"3450 Main St, Washington, DC",2.7
6261,7664,317,2025-10-21,Shipped,Standard,"4544 Main St, Los Angeles, CA",9.97
6262,6076,81,2023-05-15,Cancelled,Standard,"7731 Pine Rd, San Jose, CA",6.0
6263,1479,399,2024-05-16,Shipped,Standard,"3172 Maple Dr, Phoenix, AZ",3.86
6264,370,496,2024-02-20,Cancelled,Overnight,"1844 Oak Ave, San Francisco, CA",10.1
6265,1300,19,2023-02-02,Pending,Overnight,"2854 Birch Blvd, Denver, CO",0.18
6266,4412,315,2025-08-20,Shipped,Overnight,"4972 Cedar Ln, Columbus, OH",5.12
6267,1096,381,2023-06-27,Shipped,Express,"7114 Pine Rd, Chicago, IL",3.21
6268,6012,282,2023-10-28,Cancelled,Overnight,"6050 Main St, Dallas, TX",15.15
6269,4199,269,2022-04-13,Pending,Standard,"383 Pine Rd, Chicago, IL",8.19
6270,4054,451,2022-08-29,Cancelled,Standard,"5075 Pine Rd, San Diego, CA",9.31
6271,4065,339,2023-12-12,Shipped,Express,"3267 Cedar Ln, San Diego, CA",11.75
6272,7869,400,2024-04-03,Pending,Standard,"6896 Cedar Ln, Austin, TX",10.09
6273,6597,183,2024-07-03,Shipped,Standard,"5345 Willow Way, New York, NY",16.31
6274,1419,483,2023-01-22,Shipped,Express,"2685 Pine Rd, San Francisco, CA",5.73
6275,519,169,2023-09-01,Pending,Overnight,"4491 Elm St, Indianapolis, IN",9.37
6276,3339,91,2022-02-18,Delivered,Express,"4371 Main St, Phoenix, AZ",19.35
6277,3075,282,2023-11-19,Delivered,Standard,"4691 Willow Way, Phoenix, AZ",13.58
6278,3172,475,2024-10-05,Cancelled,Standard,"275 Birch Blvd, Washington, DC",17.24
6279,5769,161,2023-06-18,Shipped,Standard,"6287 Oak Ave, Washington, DC",8.22
6280,7672,295,2024-06-20,Cancelled,Overnight,"4037 Pine Rd, Los Angeles, CA",1.01
6281,5961,28,2023-03-14,Pending,Express,"248 Willow Way, Dallas, TX",16.11
6282,3501,30,2025-05-31,Delivered,Express,"3205 Oak Ave, Houston, TX",19.72
6283,2181,415,2022-07-02,Delivered,Express,"2081 Willow Way, Denver, CO",16.44
6284,6726,163,2022-04-23,Pending,Express,"8803 Cedar Ln, Denver, CO",7.82
6285,2088,274,2025-03-20,Shipped,Standard,"404 Pine Rd, Chicago, IL",18.23
6286,877,444,2023-12-29,Delivered,Standard,"2553 Elm St, Seattle, WA",18.51
6287,7926,225,2022-09-01,Shipped,Standard,"3635 Pine Rd, San Jose, CA",6.45
6288,7658,346,2023-06-06,Cancelled,Overnight,"827 Cedar Ln, Dallas, TX",10.94
6289,6126,439,2022-04-21,Shipped,Standard,"6608 Main St, New York, NY",5.35
6290,5594,226,2024-12-28,Delivered,Standard,"9201 Willow Way, Dallas, TX",7.13
6291,2497,309,2025-07-09,Shipped,Express,"7480 Oak Ave, San Jose, CA",15.03
6292,5011,158,2024-12-31,Delivered,Overnight,"1624 Cedar Ln, Houston, TX",8.39
6293,6617,271,2024-09-07,Delivered,Express,"9944 Birch Blvd, San Francisco, CA",14.29
6294,7782,207,2024-04-24,Shipped,Overnight,"2424 Maple Dr, Phoenix, AZ",2.17
6295,3870,314,2024-06-22,Cancelled,Standard,"6055 Maple Dr, Jacksonville, FL",10.54
6296,614,262,2022-07-11,Pending,Overnight,"2071 Oak Ave, Columbus, OH",16.06
6297,1883,339,2023-12-26,Pending,Express,"4802 Cedar Ln, Philadelphia, PA",12.82
6298,107,338,2023-03-04,Delivered,Express,"8563 Cedar Ln, Dallas, TX",0.29
6299,1782,467,2022-03-04,Shipped,Standard,"5799 Oak Ave, Philadelphia, PA",19.74
6300,254,106,2024-11-12,Cancelled,Express,"3599 Oak Ave, Austin, TX",11.09
6301,1252,132,2025-01-18,Shipped,Overnight,"6213 Main St, Washington, DC",2.11
6302,853,369,2023-06-21,Cancelled,Standard,"5283 Oak Ave, Houston, TX",4.13
6303,2161,404,2025-01-07,Delivered,Standard,"4212 Birch Blvd, San Diego, CA",7.28
6304,1214,237,2024-07-30,Cancelled,Express,"3602 Elm St, Los Angeles, CA",14.66
6305,6599,459,2022-03-29,Shipped,Standard,"815 Oak Ave, Seattle, WA",8.74
6306,5064,288,2024-01-21,Shipped,Standard,"3996 Birch Blvd, Indianapolis, IN",8.6
6307,2860,107,2024-01-23,Cancelled,Standard,"1803 Elm St, Charlotte, NC",13.45
6308,7791,266,2024-07-15,Cancelled,Express,"1762 Main St, Austin, TX",14.55
6309,2844,216,2023-02-02,Shipped,Overnight,"8078 Cedar Ln, Charlotte, NC",12.35
6310,5581,437,2023-10-11,Pending,Overnight,"1836 Elm St, Jacksonville, FL",5.59
6311,4868,472,2023-02-09,Delivered,Standard,"4976 Willow Way, San Diego, CA",6.62
6312,2695,289,2022-04-23,Shipped,Overnight,"4866 Maple Dr, Phoenix, AZ",17.02
6313,5053,135,2025-06-07,Shipped,Overnight,"8680 Cedar Ln, Charlotte, NC",14.74
6314,4285,223,2022-10-20,Cancelled,Standard,"5267 Willow Way, Indianapolis, IN",19.02
6315,920,370,2024-01-31,Shipped,Express,"7158 Willow Way, Fort Worth, TX",8.74
6316,5853,466,2025-04-20,Pending,Express,"9924 Willow Way, Washington, DC",12.52
6317,3033,332,2024-08-05,Shipped,Standard,"3746 Maple Dr, San Diego, CA",4.47
6318,4059,498,2024-11-26,Shipped,Overnight,"3822 Elm St, Charlotte, NC",3.54
6319,729,123,2024-01-28,Pending,Standard,"4633 Cedar Ln, Austin, TX",5.05
6320,3674,135,2024-11-04,Pending,Express,"3695 Oak Ave, Philadelphia, PA",17.88
6321,4754,63,2023-09-12,Pending,Standard,"1761 Birch Blvd, Washington, DC",13.06
6322,1308,316,2023-01-20,Shipped,Overnight,"3206 Willow Way, Jacksonville, FL",19.71
6323,1512,93,2023-10-11,Cancelled,Overnight,"251 Elm St, Washington, DC",3.23
6324,830,20,2024-05-28,Pending,Express,"2418 Elm St, San Jose, CA",8.11
6325,4066,103,2023-07-19,Cancelled,Overnight,"4857 Pine Rd, Washington, DC",11.84
6326,3965,438,2024-10-20,Pending,Express,"7956 Oak Ave, San Jose, CA",16.62
6327,4470,447,2023-09-15,Pending,Express,"5995 Main St, Chicago, IL",13.36
6328,360,158,2025-03-08,Shipped,Express,"6505 Willow Way, Fort Worth, TX",0.74
6329,7566,344,2025-07-26,Delivered,Overnight,"3161 Maple Dr, Phoenix, AZ",17.82
6330,867,73,2022-01-02,Cancelled,Express,"4337 Oak Ave, New York, NY",6.31
6331,1655,286,2024-08-17,Delivered,Express,"8121 Main St, San Antonio, TX",19.32
6332,1377,52,2025-01-19,Cancelled,Express,"7714 Oak Ave, Charlotte, NC",15.3
6333,7737,133,2023-10-15,Delivered,Overnight,"4120 Pine Rd, Indianapolis, IN",2.69
6334,5310,318,2024-05-28,Cancelled,Overnight,"6205 Maple Dr, Washington, DC",1.66
6335,3601,398,2022-11-07,Cancelled,Standard,"8567 Elm St, Dallas, TX",11.26
6336,6914,178,2022-03-23,Shipped,Standard,"7392 Pine Rd, San Jose, CA",1.05
6337,2036,257,2023-09-29,Delivered,Express,"8328 Main St, Philadelphia, PA",15.75
6338,7761,43,2024-05-31,Pending,Standard,"4957 Pine Rd, Houston, TX",11.99
6339,4948,333,2024-06-17,Pending,Express,"9906 Birch Blvd, Columbus, OH",19.7
6340,6281,439,2025-08-26,Pending,Express,"1504 Willow Way, Indianapolis, IN",17.15
6341,6102,387,2023-09-11,Shipped,Standard,"4885 Willow Way, Austin, TX",12.79
6342,528,369,2022-07-15,Pending,Overnight,"4094 Maple Dr, San Antonio, TX",19.99
6343,2644,437,2023-05-22,Cancelled,Overnight,"8674 Birch Blvd, Fort Worth, TX",5.98
6344,857,379,2025-08-24,Pending,Express,"3835 Maple Dr, Houston, TX",2.92
6345,1800,363,2023-11-28,Delivered,Standard,"4744 Willow Way, San Francisco, CA",11.37
6346,6193,378,2022-02-09,Delivered,Standard,"9668 Willow Way, New York, NY",2.59
6347,847,428,2024-09-26,Cancelled,Express,"7663 Maple Dr, New York, NY",3.11
6348,7622,215,2024-03-27,Pending,Overnight,"1075 Maple Dr, Houston, TX",5.44
6349,6123,403,2025-07-26,Cancelled,Standard,"2286 Maple Dr, Seattle, WA",19.09
6350,5043,71,2022-04-24,Cancelled,Overnight,"5922 Birch Blvd, New York, NY",1.65
6351,608,152,2024-03-22,Delivered,Standard,"2263 Main St, Austin, TX",1.48
6352,3527,390,2025-08-24,Delivered,Overnight,"7431 Birch Blvd, Columbus, OH",16.86
6353,2149,456,2023-10-08,Delivered,Express,"4103 Oak Ave, Indianapolis, IN",4.2
6354,554,408,2023-12-25,Pending,Overnight,"5852 Willow Way, Columbus, OH",3.06
6355,3017,21,2022-10-22,Pending,Express,"3315 Cedar Ln, Chicago, IL",6.12
6356,7879,451,2025-07-02,Cancelled,Overnight,"4173 Main St, San Diego, CA",12.4
6357,6158,117,2022-12-26,Cancelled,Overnight,"1845 Cedar Ln, Seattle, WA",13.17
6358,5863,304,2025-06-04,Shipped,Express,"8852 Main St, Philadelphia, PA",18.31
6359,1459,359,2023-05-23,Shipped,Overnight,"1912 Elm St, San Francisco, CA",18.56
6360,5891,268,2022-10-02,Pending,Express,"9607 Oak Ave, Phoenix, AZ",0.78
6361,4310,236,2023-12-11,Shipped,Overnight,"482 Elm St, Los Angeles, CA",18.29
6362,1223,145,2025-10-14,Cancelled,Standard,"2064 Oak Ave, Houston, TX",14.69
6363,6645,16,2025-07-17,Delivered,Standard,"7966 Pine Rd, Austin, TX",5.5
6364,327,368,2025-01-19,Delivered,Standard,"2400 Maple Dr, Chicago, IL",11.98
6365,6707,115,2025-08-10,Delivered,Overnight,"8987 Willow Way, Phoenix, AZ",6.1
6366,2861,64,2024-09-29,Pending,Standard,"1371 Pine Rd, San Antonio, TX",3.44
6367,5065,283,2024-08-13,Cancelled,Express,"6741 Willow Way, San Diego, CA",1.91
6368,1549,363,2025-10-01,Pending,Express,"8664 Cedar Ln, Columbus, OH",17.43
6369,2300,85,2025-03-05,Pending,Standard,"4554 Main St, Denver, CO",16.32
6370,7309,121,2023-03-08,Delivered,Standard,"1506 Oak Ave, San Jose, CA",10.91
6371,3687,206,2023-02-02,Shipped,Express,"3556 Oak Ave, Dallas, TX",9.51
6372,1990,440,2024-11-08,Delivered,Overnight,"4132 Willow Way, Phoenix, AZ",1.42
6373,4259,3,2024-12-14,Cancelled,Standard,"3099 Cedar Ln, Charlotte, NC",1.96
6374,4256,94,2023-01-05,Pending,Overnight,"3243 Pine Rd, Jacksonville, FL",3.84
6375,1228,202,2023-03-25,Shipped,Standard,"1542 Willow Way, Denver, CO",5.01
6376,196,271,2023-01-29,Shipped,Overnight,"9800 Birch Blvd, Phoenix, AZ",13.29
6377,6456,413,2025-10-11,Shipped,Overnight,"7246 Oak Ave, Fort Worth, TX",3.58
6378,5324,290,2024-04-08,Cancelled,Express,"792 Main St, San Diego, CA",13.45
6379,3957,354,2022-11-09,Cancelled,Express,"6603 Cedar Ln, Chicago, IL",4.78
6380,6083,442,2025-03-13,Cancelled,Overnight,"8181 Maple Dr, Indianapolis, IN",19.13
6381,4611,385,2023-02-03,Pending,Express,"6811 Pine Rd, Los Angeles, CA",14.44
6382,7269,317,2023-07-18,Delivered,Overnight,"3021 Maple Dr, New York, NY",4.95
6383,7274,491,2024-05-05,Pending,Overnight,"2353 Maple Dr, Indianapolis, IN",1.12
6384,6775,28,2024-10-28,Pending,Standard,"3976 Maple Dr, Indianapolis, IN",7.09
6385,849,381,2025-06-18,Shipped,Overnight,"532 Oak Ave, Denver, CO",14.92
6386,7642,243,2022-01-27,Cancelled,Standard,"9628 Pine Rd, Dallas, TX",4.09
6387,5347,373,2025-10-11,Pending,Express,"6464 Oak Ave, Indianapolis, IN",5.6
6388,3654,417,2023-10-13,Cancelled,Express,"5014 Main St, Charlotte, NC",3.63
6389,3140,479,2025-02-15,Shipped,Standard,"6225 Willow Way, Columbus, OH",19.25
6390,6374,343,2022-09-17,Delivered,Overnight,"1323 Maple Dr, Austin, TX",3.95
6391,5248,199,2023-12-04,Cancelled,Overnight,"4970 Birch Blvd, Houston, TX",10.99
6392,4692,106,2025-08-30,Delivered,Standard,"2612 Maple Dr, San Jose, CA",6.79
6393,354,437,2023-01-03,Cancelled,Standard,"9670 Cedar Ln, Chicago, IL",4.67
6394,1991,422,2024-02-16,Pending,Overnight,"9818 Willow Way, San Jose, CA",18.24
6395,494,374,2025-06-10,Delivered,Overnight,"4474 Main St, San Jose, CA",10.16
6396,6507,84,2023-05-22,Delivered,Express,"5533 Elm St, Seattle, WA",16.5
6397,630,410,2023-07-09,Shipped,Express,"1873 Birch Blvd, Denver, CO",16.5
6398,463,452,2024-02-28,Delivered,Express,"832 Main St, Austin, TX",16.32
6399,614,261,2024-09-21,Shipped,Standard,"2071 Oak Ave, Columbus, OH",8.72
6400,3381,291,2024-12-31,Cancelled,Overnight,"2635 Main St, Dallas, TX",3.97
6401,2469,392,2024-09-22,Cancelled,Express,"5571 Maple Dr, Charlotte, NC",16.43
6402,397,471,2025-02-12,Delivered,Express,"9417 Oak Ave, Dallas, TX",2.82
6403,3485,63,2024-10-21,Shipped,Standard,"2501 Willow Way, San Diego, CA",17.27
6404,6068,396,2024-07-27,Cancelled,Standard,"6164 Willow Way, San Diego, CA",0.3
6405,2887,138,2025-03-01,Delivered,Express,"7697 Birch Blvd, Phoenix, AZ",4.01
6406,1238,254,2025-11-20,Cancelled,Overnight,"4401 Maple Dr, Austin, TX",15.1
6407,3774,213,2023-07-14,Cancelled,Overnight,"4541 Oak Ave, Phoenix, AZ",14.03
6408,621,54,2024-10-10,Cancelled,Express,"5573 Pine Rd, Fort Worth, TX",4.58
6409,652,174,2025-11-08,Pending,Express,"7616 Oak Ave, Indianapolis, IN",8.64
6410,196,247,2022-11-19,Delivered,Express,"9800 Birch Blvd, Phoenix, AZ",4.24
6411,6058,23,2025-09-03,Delivered,Express,"8176 Maple Dr, San Antonio, TX",2.44
6412,6324,372,2025-06-01,Pending,Overnight,"1732 Birch Blvd, Dallas, TX",4.63
6413,5982,78,2023-02-26,Shipped,Overnight,"1112 Elm St, Seattle, WA",8.66
6414,1477,438,2022-10-20,Pending,Standard,"7604 Birch Blvd, San Francisco, CA",17.85
6415,5185,339,2024-11-27,Shipped,Overnight,"3766 Cedar Ln, San Antonio, TX",15.51
6416,4265,140,2024-08-04,Cancelled,Express,"3395 Cedar Ln, Charlotte, NC",13.95
6417,7885,124,2025-06-02,Cancelled,Express,"5144 Main St, Houston, TX",0.16
6418,6043,351,2025-10-07,Cancelled,Standard,"9618 Willow Way, Seattle, WA",4.66
6419,6166,186,2024-04-15,Shipped,Express,"5943 Cedar Ln, Denver, CO",15.38
6420,5419,147,2023-04-29,Delivered,Express,"6606 Maple Dr, Dallas, TX",13.19
6421,1198,329,2023-11-13,Shipped,Express,"7578 Cedar Ln, Philadelphia, PA",16.14
6422,3191,277,2023-10-06,Pending,Express,"9003 Birch Blvd, Chicago, IL",0.38
6423,3035,135,2022-06-24,Delivered,Express,"2662 Main St, San Diego, CA",6.04
6424,3361,376,2025-07-03,Shipped,Standard,"5378 Main St, Fort Worth, TX",8.64
6425,5971,306,2025-10-26,Pending,Overnight,"8543 Pine Rd, San Antonio, TX",3.41
6426,5605,328,2024-06-14,Delivered,Overnight,"9056 Oak Ave, Philadelphia, PA",13.57
6427,5875,65,2022-05-04,Pending,Express,"8426 Elm St, Washington, DC",3.93
6428,6290,205,2022-06-26,Delivered,Express,"1565 Pine Rd, San Antonio, TX",2.61
6429,6791,382,2024-12-23,Shipped,Express,"2711 Main St, Seattle, WA",8.03
6430,1646,107,2022-11-16,Delivered,Overnight,"2958 Cedar Ln, San Francisco, CA",17.96
6431,6384,281,2023-11-20,Cancelled,Express,"9881 Willow Way, Los Angeles, CA",15.39
6432,675,85,2022-10-25,Delivered,Overnight,"6032 Main St, Austin, TX",16.08
6433,3196,199,2023-03-14,Pending,Standard,"7210 Birch Blvd, San Francisco, CA",6.12
6434,598,453,2023-12-18,Pending,Express,"1450 Main St, Jacksonville, FL",4.34
6435,7332,336,2023-09-19,Shipped,Express,"835 Birch Blvd, Austin, TX",13.24
6436,4871,469,2025-01-10,Shipped,Express,"574 Pine Rd, Jacksonville, FL",7.07
6437,712,87,2022-03-08,Delivered,Overnight,"6783 Birch Blvd, Washington, DC",11.83
6438,6118,485,2025-01-09,Shipped,Standard,"7805 Willow Way, New York, NY",10.43
6439,7066,461,2023-10-30,Delivered,Express,"2788 Willow Way, Fort Worth, TX",1.57
6440,3500,100,2022-08-07,Cancelled,Standard,"364 Willow Way, Chicago, IL",1.36
6441,3447,115,2023-12-29,Pending,Express,"230 Birch Blvd, Fort Worth, TX",1.35
6442,871,225,2023-08-20,Shipped,Standard,"4911 Willow Way, Phoenix, AZ",10.63
6443,2449,200,2023-10-31,Pending,Overnight,"1508 Cedar Ln, Washington, DC",18.19
6444,2753,356,2023-11-06,Pending,Standard,"6264 Main St, Chicago, IL",15.57
6445,5226,295,2024-10-18,Shipped,Overnight,"9229 Cedar Ln, Phoenix, AZ",13.17
6446,7961,482,2024-07-06,Cancelled,Express,"2063 Pine Rd, Fort Worth, TX",6.73
6447,5875,324,2024-08-22,Cancelled,Standard,"8426 Elm St, Washington, DC",5.5
6448,7264,306,2023-07-31,Cancelled,Standard,"3240 Elm St, Fort Worth, TX",4.42
6449,3056,393,2023-04-05,Shipped,Standard,"9189 Pine Rd, New York, NY",14.54
6450,6347,28,2022-06-09,Pending,Standard,"5560 Cedar Ln, Charlotte, NC",8.55
6451,1904,223,2024-06-14,Shipped,Standard,"9777 Birch Blvd, Dallas, TX",17.62
6452,3245,279,2022-01-02,Pending,Overnight,"9474 Elm St, Denver, CO",14.99
6453,3029,79,2022-06-10,Shipped,Express,"9064 Main St, Indianapolis, IN",13.25
6454,2738,267,2023-04-13,Shipped,Overnight,"6487 Cedar Ln, Chicago, IL",19.68
6455,7083,211,2022-10-13,Delivered,Standard,"372 Willow Way, San Francisco, CA",18.51
6456,5331,494,2023-06-20,Pending,Express,"8314 Main St, Fort Worth, TX",1.36
6457,2463,319,2024-12-29,Delivered,Overnight,"1493 Oak Ave, Austin, TX",3.59
6458,3597,354,2024-03-26,Cancelled,Overnight,"6130 Elm St, Jacksonville, FL",8.56
6459,7449,206,2023-11-09,Pending,Standard,"5596 Willow Way, Indianapolis, IN",3.61
6460,1547,475,2025-02-23,Cancelled,Overnight,"8387 Main St, San Jose, CA",16.05
6461,7986,283,2025-08-10,Delivered,Overnight,"8512 Birch Blvd, Columbus, OH",4.81
6462,7774,72,2024-05-30,Pending,Express,"6459 Pine Rd, Fort Worth, TX",0.49
6463,958,88,2023-11-15,Shipped,Express,"4780 Birch Blvd, San Francisco, CA",3.16
6464,2075,75,2023-08-23,Cancelled,Express,"2986 Main St, Austin, TX",3.23
6465,7082,444,2022-11-07,Delivered,Overnight,"3149 Cedar Ln, Denver, CO",5.2
6466,4864,81,2024-11-11,Cancelled,Standard,"4205 Main St, Jacksonville, FL",10.74
6467,2875,253,2022-05-14,Cancelled,Standard,"5413 Pine Rd, San Antonio, TX",6.31
6468,1083,486,2025-03-26,Delivered,Express,"5453 Elm St, San Francisco, CA",1.43
6469,25,66,2023-01-06,Cancelled,Express,"893 Birch Blvd, Austin, TX",18.86
6470,2819,105,2024-11-06,Delivered,Standard,"3540 Elm St, Houston, TX",8.69
6471,1044,218,2025-05-09,Cancelled,Standard,"2024 Maple Dr, Phoenix, AZ",13.18
6472,5911,46,2024-06-11,Delivered,Express,"3266 Birch Blvd, Jacksonville, FL",15.08
6473,6796,370,2022-07-23,Shipped,Overnight,"5117 Elm St, Los Angeles, CA",14.4
6474,5459,263,2025-11-05,Delivered,Express,"3763 Willow Way, Charlotte, NC",9.85
6475,7227,267,2023-11-14,Shipped,Express,"2455 Willow Way, Phoenix, AZ",15.8
6476,1621,155,2023-05-03,Pending,Overnight,"2147 Main St, Denver, CO",18.52
6477,2791,467,2024-04-09,Cancelled,Express,"2936 Pine Rd, Fort Worth, TX",3.85
6478,5933,254,2025-06-02,Delivered,Express,"6372 Main St, Charlotte, NC",1.56
6479,7880,162,2025-12-01,Shipped,Standard,"2398 Main St, Dallas, TX",14.2
6480,176,135,2023-01-29,Shipped,Overnight,"1720 Oak Ave, Chicago, IL",14.59
6481,2579,327,2023-04-16,Delivered,Overnight,"933 Pine Rd, New York, NY",2.82
6482,7642,364,2023-06-24,Shipped,Overnight,"9628 Pine Rd, Dallas, TX",19.68
6483,3344,442,2025-03-31,Delivered,Express,"3369 Main St, Charlotte, NC",11.55
6484,3754,271,2022-04-18,Delivered,Express,"9628 Pine Rd, Indianapolis, IN",12.24
6485,6426,333,2023-09-30,Cancelled,Express,"5489 Willow Way, Charlotte, NC",6.78
6486,4343,28,2023-05-19,Delivered,Overnight,"2865 Willow Way, Indianapolis, IN",6.99
6487,6116,106,2024-05-05,Cancelled,Express,"3411 Pine Rd, Houston, TX",0.04
6488,7306,416,2025-10-18,Shipped,Standard,"4703 Elm St, Los Angeles, CA",13.66
6489,5126,179,2025-03-25,Delivered,Overnight,"5150 Pine Rd, San Antonio, TX",3.01
6490,6717,490,2024-09-18,Delivered,Express,"2777 Oak Ave, Philadelphia, PA",14.84
6491,49,361,2025-09-11,Cancelled,Standard,"2365 Willow Way, San Antonio, TX",2.63
6492,3666,136,2024-05-23,Delivered,Express,"5069 Willow Way, Denver, CO",11.88
6493,1893,205,2023-09-15,Delivered,Standard,"9642 Elm St, San Antonio, TX",4.24
6494,1070,185,2025-10-30,Pending,Standard,"2937 Birch Blvd, Los Angeles, CA",4.89
6495,3938,266,2024-07-06,Shipped,Overnight,"6332 Pine Rd, San Jose, CA",11.39
6496,3895,243,2023-02-18,Cancelled,Standard,"9237 Pine Rd, Fort Worth, TX",3.18
6497,2002,74,2025-10-11,Pending,Standard,"8222 Elm St, Seattle, WA",11.2
6498,37,244,2024-07-24,Pending,Express,"1577 Oak Ave, Columbus, OH",8.61
6499,2506,92,2025-11-18,Cancelled,Standard,"2314 Cedar Ln, San Antonio, TX",13.01
6500,215,51,2023-10-14,Cancelled,Standard,"8052 Pine Rd, San Jose, CA",8.29
6501,4409,248,2024-05-10,Shipped,Overnight,"9189 Maple Dr, San Francisco, CA",17.52
6502,6671,108,2024-03-18,Pending,Overnight,"5247 Main St, San Jose, CA",19.82
6503,5450,61,2023-05-23,Cancelled,Overnight,"6772 Willow Way, Seattle, WA",10.7
6504,5475,305,2025-03-15,Delivered,Express,"7372 Oak Ave, Dallas, TX",11.02
6505,6539,487,2022-08-20,Shipped,Overnight,"6763 Cedar Ln, Seattle, WA",8.87
6506,5286,491,2023-11-10,Cancelled,Express,"5329 Elm St, Fort Worth, TX",3.34
6507,7631,69,2022-10-17,Shipped,Standard,"5888 Oak Ave, Dallas, TX",19.3
6508,3561,144,2023-07-04,Pending,Express,"8923 Birch Blvd, Phoenix, AZ",15.54
